,0,1,2,3,4,5,6,7,8,9,10,11,12,13
10,TFT6_Augment_Weakspot,TFT6_Augment_PortableForge,TFT6_Augment_TomeOfTraits1,5,"['TFT7_Sett', 1, 'noItems', 'noItems', 'noItems']","['TFT7_Karma', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Ashe', 2, 'noItems', 'noItems', 'noItems']","['TFT7_LeeSin', 2, 'TFT_Item_DragonsClaw', 'TFT_Item_BrambleVest', 'noItems']","['TFT7_Volibear', 2, 'TFT_Item_Bloodthirster', 'TFT_Item_GuinsoosRageblade', 'TFT_Item_Quicksilver']","['TFT7_Anivia', 2, 'TFT4_Item_OrnnMuramana', 'TFT_Item_ArchangelsStaff', 'TFT_Item_StatikkShiv']","['TFT7_Ornn', 1, 'TFT7_Item_DragonmancerEmblemItem', 'TFT_Item_Bloodthirster', 'TFT_Item_JeweledGauntlet']",,,
11,TFT6_Augment_ThrillOfTheHunt2,TFT6_Augment_MakeshiftArmor1,TFT6_Augment_SunfireBoard,6,"['TFT7_Vladimir', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Skarner', 3, 'TFT_Item_Zephyr', 'noItems', 'noItems']","['TFT7_Nidalee', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Nami', 3, 'noItems', 'noItems', 'noItems']","['TFT7_Varus', 3, 'TFT_Item_Quicksilver', 'TFT_Item_MadredsBloodrazor', 'TFT_Item_GuinsoosRageblade']","['TFT7_Illaoi', 3, 'noItems', 'noItems', 'noItems']","['TFT7_AurelionSol', 1, 'TFT_Item_ArchangelsStaff', 'TFT_Item_Quicksilver', 'TFT_Item_HextechGunblade']",,,
12,TFT6_Augment_MaxLevel10,TFT6_Augment_Recombobulator,TFT6_Augment_CelestialBlessing3,8,"['TFT7_Nami', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Sylas', 2, 'TFT_Item_ThiefsGloves', 'TFT_Item_InfinityEdge', 'TFT_Item_MadredsBloodrazor']","['TFT7_Ornn', 2, 'TFT_Item_RedBuff', 'noItems', 'noItems']","['TFT7_Zoe', 1, 'noItems', 'noItems', 'noItems']","['TFT7_Yasuo', 2, 'TFT_Item_Bloodthirster', 'TFT_Item_GuinsoosRageblade', 'noItems']","['TFT7_Bard', 1, 'noItems', 'noItems', 'noItems']","['TFT7_AoShin', 1, 'TFT_Item_ArchangelsStaff', 'TFT_Item_JeweledGauntlet', 'TFT_Item_HextechGunblade']",,,
13,TFT7_Augment_UrfsGrabBag1,TFT6_Augment_RichGetRicherPlus,TFT6_Augment_PortableForge,5,"['TFT7_Thresh', 2, 'TFT7_Item_ShimmerscaleEmblemItem', 'noItems', 'noItems']","['TFT7_Kayn', 2, 'TFT_Item_FrozenHeart', 'noItems', 'noItems']","['TFT7_Volibear', 2, 'TFT7_Item_ShimmerscaleHeartOfGold', 'noItems', 'noItems']","['TFT7_DragonGold', 1, 'TFT4_Item_OrnnAnimaVisage', 'TFT7_Item_ShimmerscaleMogulsMail', 'TFT_Item_GargoyleStoneplate']","['TFT7_Zoe', 1, 'TFT7_Item_ShimmerscaleCrownOfChampions', 'TFT_Item_GuinsoosRageblade', 'TFT7_Item_ShimmerscaleGamblersBlade']","['TFT7_Yasuo', 1, 'TFT7_Item_ShimmerscaleEmblemItem', 'TFT7_Item_ShimmerscaleDeterminedInvestor', 'noItems']","['TFT7_Soraka', 1, 'TFT7_Item_ShimmerscaleEmblemItem', 'TFT_Item_StatikkShiv', 'noItems']",,,
14,TFT6_Augment_SunfireBoard,TFT6_Augment_TargetDummies,TFT6_Augment_ThrillOfTheHunt2,7,"['TFT7_Thresh', 1, 'TFT7_Item_ShimmerscaleHeartOfGold', 'noItems', 'noItems']","['TFT7_Tristana', 2, 'TFT_Item_LastWhisper', 'noItems', 'noItems']","['TFT7_Lulu', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Corki', 2, 'TFT_Item_UnstableConcoction', 'TFT_Item_MadredsBloodrazor', 'TFT_Item_GuinsoosRageblade']","['TFT7_Sona', 1, 'TFT_Item_Shroud', 'noItems', 'noItems']","['TFT7_DragonGold', 2, 'TFT_Item_GargoyleStoneplate', 'TFT_Item_Shroud', 'TFT_Item_IonicSpark']","['TFT7_Bard', 1, 'noItems', 'noItems', 'noItems']","['TFT7_TrainerDragon', 2, 'TFT7_Item_TrainerSnax', 'noItems', 'noItems']",,
15,TFT6_Augment_TinyTitans,TFT7_Augment_MageEmblem,TFT6_Augment_SecondWind2,1,"['TFT7_Heimerdinger', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Tristana', 2, 'TFT_Item_LastWhisper', 'TFT_Item_RunaansHurricane', 'TFT_Item_InfinityEdge']","['TFT7_Lulu', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Sylas', 2, 'noItems', 'noItems', 'noItems']","['TFT7_DragonPurple', 2, 'TFT_Item_GuinsoosRageblade', 'TFT_Item_Bloodthirster', 'TFT_Item_InfinityEdge']","['TFT7_Sona', 2, 'TFT7_Item_MageEmblemItem', 'TFT_Item_UnstableConcoction', 'noItems']","['TFT7_Yasuo', 1, 'TFT7_Item_RevelEmblemItem', 'noItems', 'noItems']","['TFT7_Bard', 1, 'TFT_Item_RapidFireCannon', 'noItems', 'noItems']","['TFT7_TrainerDragon', 4, 'TFT7_Item_TrainerSnax', 'noItems', 'noItems']",
16,TFT7_Augment_CavalierEmblem,TFT6_Augment_Diversify2,TFT6_Augment_ThrillOfTheHunt2,3,"['TFT7_Sejuani', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Qiyana', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Shen', 2, 'TFT7_Item_CavalierEmblemItem', 'TFT_Item_ArchangelsStaff', 'TFT_Item_ChainVest']","['TFT7_Twitch', 2, 'TFT_Item_ZekesHerald', 'noItems', 'noItems']","['TFT7_Hecarim', 2, 'TFT_Item_RedBuff', 'TFT_Item_WarmogsArmor', 'TFT_Item_DragonsClaw']","['TFT7_Talon', 2, 'TFT_Item_JeweledGauntlet', 'TFT7_Item_CavalierEmblemItem', 'TFT_Item_Quicksilver']","['TFT7_Xayah', 2, 'TFT_Item_GuinsoosRageblade', 'TFT_Item_Quicksilver', 'TFT_Item_MadredsBloodrazor']","['TFT7_Ornn', 2, 'TFT_Item_ThiefsGloves', 'TFT_Item_RunaansHurricane', 'TFT_Item_SeraphsEmbrace']",,
17,TFT6_Augment_Weakspot,TFT6_Augment_Ascension,TFT7_Augment_CannoneerEmblem2,4,"['TFT7_Thresh', 2, 'TFT_Item_IonicSpark', 'noItems', 'noItems']","['TFT7_Tristana', 2, 'TFT_Item_RunaansHurricane', 'TFT_Item_MadredsBloodrazor', 'TFT_Item_RunaansHurricane']","['TFT7_Lulu', 2, 'TFT_Item_SpearOfShojin', 'noItems', 'noItems']","['TFT7_Corki', 2, 'TFT7_Item_ShimmerscaleGoldmancersStaff', 'TFT_Item_GuinsoosRageblade', 'TFT_Item_MadredsBloodrazor']","['TFT7_Sona', 2, 'TFT7_Item_CannoneerEmblemItem', 'TFT_Item_GuinsoosRageblade', 'TFT_Item_JeweledGauntlet']","['TFT7_DragonGold', 2, 'TFT_Item_BrambleVest', 'TFT_Item_WarmogsArmor', 'TFT_Item_RedBuff']","['TFT7_Bard', 1, 'noItems', 'noItems', 'noItems']","['TFT7_TrainerDragon', 4, 'TFT7_Item_TrainerSnax', 'noItems', 'noItems']",,
18,TFT7_Augment_Preparation2,TFT6_Augment_ForceOfNature,TFT6_Augment_SecondWind2,8,"['TFT7_Thresh', 1, 'noItems', 'noItems', 'noItems']","['TFT7_Jinx', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Tristana', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Braum', 3, 'TFT_Item_GargoyleStoneplate', 'TFT_Item_WarmogsArmor', 'noItems']","['TFT7_Lulu', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Corki', 1, 'TFT_Item_MadredsBloodrazor', 'TFT_Item_GuinsoosRageblade', 'TFT_Item_SpearOfShojin']","['TFT7_Sona', 1, 'TFT_Item_ArchangelsStaff', 'noItems', 'noItems']","['TFT7_Bard', 1, 'TFT_Item_NeedlesslyLargeRod', 'noItems', 'noItems']","['TFT7_TrainerDragon', 3, 'TFT7_Item_TrainerSnax', 'noItems', 'noItems']",
19,TFT6_Augment_Ascension,TFT6_Augment_CelestialBlessing3,TFT6_Augment_BlueBattery2,4,"['TFT7_Heimerdinger', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Shen', 2, 'TFT_Item_RedBuff', 'TFT_Item_WarmogsArmor', 'noItems']","['TFT7_Tristana', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Lulu', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Illaoi', 2, 'TFT_Item_RedBuff', 'noItems', 'noItems']","['TFT7_Corki', 2, 'TFT_Item_LastWhisper', 'TFT_Item_MadredsBloodrazor', 'noItems']","['TFT7_Sona', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Yasuo', 1, 'TFT_Item_Bloodthirster', 'TFT_Item_UnstableConcoction', 'noItems']","['TFT7_TrainerDragon', 4, 'TFT7_Item_TrainerSnax', 'noItems', 'noItems']",
20,TFT6_Augment_SunfireBoard,TFT7_Augment_PandorasBench,TFT6_Augment_PortableForge,8,"['TFT7_Leona', 1, 'noItems', 'noItems', 'noItems']","['TFT7_Sejuani', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Yone', 1, 'TFT_Item_Shroud', 'noItems', 'noItems']","['TFT7_Nunu', 2, 'TFT_Item_Bloodthirster', 'TFT_Item_WarmogsArmor', 'TFT4_Item_OrnnDeathsDefiance']","['TFT7_Hecarim', 2, 'TFT_Item_ThiefsGloves', 'TFT_Item_GuardianAngel', 'TFT_Item_Redemption']","['TFT7_DragonBlue', 2, 'TFT_Item_MadredsBloodrazor', 'TFT_Item_ArchangelsStaff', 'TFT_Item_JeweledGauntlet']",,,,
21,TFT6_Augment_CelestialBlessing2,TFT6_Augment_Featherweights1,TFT6_Augment_Weakspot,3,"['TFT7_Leona', 3, 'TFT_Item_Zephyr', 'noItems', 'noItems']","['TFT7_Yone', 3, 'TFT_Item_Bloodthirster', 'TFT_Item_Quicksilver', 'TFT_Item_GuinsoosRageblade']","['TFT7_Shen', 3, 'TFT_Item_ZekesHerald', 'noItems', 'noItems']","['TFT7_Braum', 3, 'TFT_Item_BrambleVest', 'TFT_Item_Bloodthirster', 'TFT_Item_Quicksilver']","['TFT7_Olaf', 2, 'TFT_Item_ThiefsGloves', 'TFT_Item_ZekesHerald', 'TFT_Item_Deathblade']","['TFT7_Lulu', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Yasuo', 1, 'TFT_Item_Chalice', 'noItems', 'noItems']","['TFT7_Bard', 2, 'noItems', 'noItems', 'noItems']",,
22,TFT6_Augment_PandorasItems,TFT6_Augment_FuturePeepers2,TFT6_Augment_CelestialBlessing3,2,"['TFT7_Heimerdinger', 1, 'noItems', 'noItems', 'noItems']","['TFT7_Illaoi', 2, 'TFT_Item_ThiefsGloves', 'TFT_Item_MadredsBloodrazor', 'TFT_Item_RedBuff']","['TFT7_Ornn', 1, 'TFT_Item_TitanicHydra', 'noItems', 'noItems']","['TFT7_DragonBlue', 2, 'TFT5_Item_RabadonsDeathcapRadiant', 'TFT_Item_GuinsoosRageblade', 'TFT_Item_ArchangelsStaff']","['TFT7_Zoe', 2, 'TFT_Item_PowerGauntlet', 'noItems', 'noItems']","['TFT7_Yasuo', 2, 'TFT_Item_BrambleVest', 'TFT_Item_TitansResolve', 'TFT_Item_Redemption']","['TFT7_Bard', 2, 'TFT_Item_Zephyr', 'noItems', 'noItems']","['TFT7_Soraka', 2, 'TFT7_Item_MageEmblemItem', 'noItems', 'noItems']",,
23,TFT7_Augment_Bloodlust1,TFT6_Augment_Meditation1,TFT6_Augment_JeweledLotus,6,"['TFT7_Vladimir', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Heimerdinger', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Nami', 3, 'noItems', 'noItems', 'noItems']","['TFT7_Lulu', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Sylas', 2, 'TFT_Item_WarmogsArmor', 'TFT_Item_IonicSpark', 'TFT_Item_RedBuff']","['TFT7_Illaoi', 2, 'TFT_Item_GargoyleStoneplate', 'noItems', 'noItems']","['TFT7_AurelionSol', 1, 'TFT_Item_Quicksilver', 'TFT_Item_GuinsoosRageblade', 'TFT_Item_SpearOfShojin']","['TFT7_TrainerDragon', 2, 'TFT7_Item_TrainerSnax', 'noItems', 'noItems']",,
24,TFT6_Augment_SunfireBoard,TFT6_Augment_LudensEcho2,TFT6_Augment_BlueBattery2,6,"['TFT7_Jinx', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Tristana', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Braum', 1, 'noItems', 'noItems', 'noItems']","['TFT7_Lulu', 2, 'TFT_Item_ZekesHerald', 'TFT_Item_Chalice', 'noItems']","['TFT7_Corki', 1, 'TFT_Item_MadredsBloodrazor', 'TFT_Item_UnstableConcoction', 'TFT_Item_LastWhisper']","['TFT7_Sona', 1, 'TFT_Item_JeweledGauntlet', 'noItems', 'noItems']","['TFT7_DragonGold', 2, 'TFT7_Item_ShimmerscaleMogulsMail', 'TFT_Item_TitanicHydra', 'noItems']","['TFT7_TrainerDragon', 2, 'TFT7_Item_TrainerSnax', 'noItems', 'noItems']",,
25,TFT7_Augment_RevelTrait,TFT7_Augment_DragonHorde,TFT6_Augment_MaxLevel10,7,"['TFT7_TahmKench', 2, 'noItems', 'noItems', 'noItems']","['TFT7_DragonBlue', 2, 'TFT_Item_JeweledGauntlet', 'TFT_Item_InfinityEdge', 'TFT_Item_ArchangelsStaff']","['TFT7_Sona', 2, 'TFT_Item_SpearOfShojin', 'TFT_Item_Morellonomicon', 'TFT_Item_RabadonsDeathcap']","['TFT7_DragonGold', 1, 'TFT7_Item_ShimmerscaleHeartOfGold', 'TFT_Item_RedBuff', 'TFT_Item_NegatronCloak']","['TFT7_Yasuo', 1, 'noItems', 'noItems', 'noItems']","['TFT7_Pyke', 1, 'noItems', 'noItems', 'noItems']",,,,
26,TFT6_Augment_TinyTitans,TFT7_Augment_CavalierTrait,TFT6_Augment_TheGoldenEgg,2,"['TFT7_Yone', 2, 'TFT_Item_GuardianAngel', 'TFT_Item_FrozenHeart', 'noItems']","['TFT7_Lillia', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Tristana', 1, 'noItems', 'noItems', 'noItems']","['TFT7_Nunu', 3, 'TFT_Item_Bloodthirster', 'TFT5_Item_JeweledGauntletRadiant', 'TFT_Item_RedBuff']","['TFT7_Hecarim', 2, 'TFT_Item_GargoyleStoneplate', 'TFT_Item_FrozenHeart', 'TFT_Item_RapidFireCannon']","['TFT7_DragonBlue', 2, 'TFT_Item_ArchangelsStaff', 'TFT_Item_HextechGunblade', 'TFT_Item_GuinsoosRageblade']","['TFT7_Yasuo', 2, 'TFT_Item_Quicksilver', 'TFT4_Item_OrnnMuramana', 'TFT_Item_MadredsBloodrazor']",,,
27,TFT7_Augment_BestFriends1,TFT6_Augment_FirstAidKit,TFT6_Augment_PortableForge,4,"['TFT7_Sett', 3, 'TFT4_Item_OrnnInfinityForce', 'TFT_Item_UnstableConcoction', 'TFT_Item_Quicksilver']","['TFT7_Kayn', 2, 'TFT_Item_RedBuff', 'TFT_Item_IonicSpark', 'noItems']","['TFT7_Shen', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Swain', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Hecarim', 1, 'TFT_Item_SeraphsEmbrace', 'noItems', 'noItems']","['TFT7_Xayah', 2, 'TFT_Item_InfinityEdge', 'noItems', 'noItems']","['TFT7_Yasuo', 1, 'noItems', 'noItems', 'noItems']","['TFT7_Shyvana', 2, 'TFT_Item_JeweledGauntlet', 'TFT_Item_TitansResolve', 'TFT_Item_InfinityEdge']",,
28,TFT6_Augment_ForceOfNature,TFT6_Augment_SecondWind1,TFT6_Augment_ItemGrabBag2,3,"['TFT7_Lulu', 2, 'TFT_Item_StatikkShiv', 'TFT_Item_Chalice', 'noItems']","['TFT7_Ryze', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Sylas', 2, 'TFT_Item_ThiefsGloves', 'TFT_Item_DragonsClaw', 'TFT_Item_Deathblade']","['TFT7_Ornn', 2, 'TFT_Item_Redemption', 'TFT_Item_BrambleVest', 'TFT_Item_WarmogsArmor']","['TFT7_Zoe', 1, 'TFT_Item_ThiefsGloves', 'TFT_Item_UnstableConcoction', 'TFT_Item_Zephyr']","['TFT7_Yasuo', 2, 'TFT_Item_ThiefsGloves', 'TFT_Item_UnstableConcoction', 'TFT_Item_SpearOfShojin']","['TFT7_Bard', 2, 'noItems', 'noItems', 'noItems']","['TFT7_AoShin', 2, 'TFT_Item_ArchangelsStaff', 'TFT_Item_SpearOfShojin', 'TFT_Item_HextechGunblade']",,
29,TFT6_Augment_JeweledLotus,TFT6_Augment_PandorasItems,TFT6_Augment_TomeOfTraits1,8,"['TFT7_Kayn', 2, 'TFT7_Item_ShimmerscaleDravensAxe', 'noItems', 'noItems']","['TFT7_Ashe', 2, 'TFT_Item_Spatula', 'TFT7_Item_ShimmerscaleEmblemItem', 'noItems']","['TFT7_LeeSin', 2, 'TFT7_Item_ShimmerscaleEmblemItem', 'noItems', 'noItems']","['TFT7_Volibear', 1, 'TFT7_Item_ShimmerscaleDeterminedInvestor', 'noItems', 'noItems']","['TFT7_Anivia', 2, 'TFT7_Item_ShimmerscaleGoldmancersStaff', 'TFT_Item_TearOfTheGoddess', 'noItems']","['TFT7_DragonGold', 1, 'TFT7_Item_ShimmerscaleHeartOfGold', 'TFT_Item_GargoyleStoneplate', 'noItems']",,,,
30,TFT6_Augment_MetabolicAccelerator,TFT7_Augment_PandorasBench,TFT6_Augment_ComponentGrabBag,8,"['TFT7_Sett', 3, 'TFT_Item_GuinsoosRageblade', 'TFT_Item_MadredsBloodrazor', 'TFT_Item_Quicksilver']","['TFT7_Senna', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Kayn', 2, 'TFT_Item_FrozenHeart', 'noItems', 'noItems']","['TFT7_Shen', 2, 'TFT_Item_ZekesHerald', 'TFT_Item_ZekesHerald', 'TFT_Item_ZekesHerald']","['TFT7_LeeSin', 1, 'noItems', 'noItems', 'noItems']","['TFT7_Swain', 2, 'TFT_Item_JeweledGauntlet', 'noItems', 'noItems']","['TFT7_Xayah', 1, 'TFT_Item_NeedlesslyLargeRod', 'noItems', 'noItems']",,,
